regiao,estado,municipio,coduf,codmun,codRegiaoSaude,nomeRegiaoSaude,data,semanaEpi,populacaoTCU2019,casosAcumulado,casosNovos,obitosAcumulado,obitosNovos,Recuperadosnovos,emAcompanhamentoNovos,interior/metropolitana
Norte,RO,,11,,,,2022-02-14,7,1777225.0,351274.0,2790,6972,72,,,
Norte,RO,,11,,,,2022-02-15,7,1777225.0,354248.0,2974,6986,14,,,
Norte,RO,,11,,,,2022-02-16,7,1777225.0,355377.0,1129,6990,4,,,
Norte,RO,,11,,,,2022-02-17,7,1777225.0,358013.0,2636,6990,0,,,
Norte,AC,,12,,,,2022-01-01,52,881935.0,88386.0,2,1851,0,,,
Norte,AC,,12,,,,2022-01-02,1,881935.0,88386.0,0,1851,0,,,
Norte,AC,,12,,,,2022-01-03,1,881935.0,88395.0,9,1851,0,,,
Norte,AC,,12,,,,2022-01-04,1,881935.0,88395.0,0,1852,1,,,
Norte,AC,,12,,,,2022-01-05,1,881935.0,88395.0,0,1852,0,,,
Norte,AC,,12,,,,2022-01-06,1,881935.0,88403.0,8,1852,0,,,
Norte,AC,,12,,,,2022-01-07,1,881935.0,88403.0,0,1852,0,,,
Norte,AC,,12,,,,2022-01-08,1,881935.0,88403.0,0,1852,0,,,
Norte,AC,,12,,,,2022-01-09,2,881935.0,88403.0,0,1852,0,,,
Norte,AC,,12,,,,2022-01-10,2,881935.0,88440.0,37,1852,0,,,
Norte,AC,,12,,,,2022-01-11,2,881935.0,88628.0,188,1854,2,,,
Norte,AC,,12,,,,2022-01-12,2,881935.0,88813.0,185,1854,0,,,
Norte,AC,,12,,,,2022-01-13,2,881935.0,89244.0,431,1854,0,,,
Norte,AC,,12,,,,2022-01-14,2,881935.0,89529.0,285,1854,0,,,
Norte,AC,,12,,,,2022-01-15,2,881935.0,89635.0,106,1854,0,,,
Norte,AC,,12,,,,2022-01-16,3,881935.0,89801.0,166,1854,0,,,
Norte,AC,,12,,,,2022-01-17,3,881935.0,90250.0,449,1854,0,,,
Norte,AC,,12,,,,2022-01-18,3,881935.0,90299.0,49,1854,0,,,
Norte,AC,,12,,,,2022-01-19,3,881935.0,91471.0,1172,1854,0,,,
Norte,AC,,12,,,,2022-01-20,3,881935.0,91781.0,310,1854,0,,,
Norte,AC,,12,,,,2022-01-21,3,881935.0,92004.0,223,1854,0,,,
Norte,AC,,12,,,,2022-01-22,3,881935.0,93533.0,1529,1855,1,,,
Norte,AC,,12,,,,2022-01-23,4,881935.0,93724.0,191,1857,2,,,
Norte,AC,,12,,,,2022-01-24,4,881935.0,95091.0,1367,1857,0,,,
Norte,AC,,12,,,,2022-01-25,4,881935.0,95594.0,503,1857,0,,,
Norte,AC,,12,,,,2022-01-26,4,881935.0,96532.0,938,1860,3,,,
Norte,AC,,12,,,,2022-01-27,4,881935.0,96834.0,302,1861,1,,,
Norte,AC,,12,,,,2022-01-28,4,881935.0,97430.0,596,1861,0,,,
Norte,AC,,12,,,,2022-01-29,4,881935.0,97829.0,399,1866,5,,,
Norte,AC,,12,,,,2022-01-30,5,881935.0,98149.0,320,1868,2,,,
Norte,AC,,12,,,,2022-01-31,5,881935.0,101260.0,3111,1871,3,,,
Norte,AC,,12,,,,2022-02-01,5,881935.0,101417.0,157,1877,6,,,
Norte,AC,,12,,,,2022-02-02,5,881935.0,102866.0,1449,1877,0,,,
Norte,AC,,12,,,,2022-02-03,5,881935.0,105014.0,2148,1881,4,,,
Norte,AC,,12,,,,2022-02-04,5,881935.0,105843.0,829,1886,5,,,
Norte,AC,,12,,,,2022-02-05,5,881935.0,105874.0,31,1894,8,,,
Norte,AC,,12,,,,2022-02-06,6,881935.0,105938.0,64,1897,3,,,
Norte,AC,,12,,,,2022-02-07,6,881935.0,105979.0,41,1899,2,,,
Norte,AC,,12,,,,2022-02-08,6,881935.0,107864.0,1885,1905,6,,,
Norte,AC,,12,,,,2022-02-09,6,881935.0,108794.0,930,1909,4,,,
Norte,AC,,12,,,,2022-02-10,6,881935.0,109417.0,623,1914,5,,,
Norte,AC,,12,,,,2022-02-11,6,881935.0,110373.0,956,1914,0,,,
Norte,AC,,12,,,,2022-02-12,6,881935.0,110430.0,57,1917,3,,,
Norte,AC,,12,,,,2022-02-13,7,881935.0,110443.0,13,1923,6,,,
Norte,AC,,12,,,,2022-02-14,7,881935.0,112689.0,2246,1926,3,,,
Norte,AC,,12,,,,2022-02-15,7,881935.0,112742.0,53,1934,8,,,
Norte,AC,,12,,,,2022-02-16,7,881935.0,113646.0,904,1937,3,,,
Norte,AC,,12,,,,2022-02-17,7,881935.0,114823.0,1177,1940,3,,,
Norte,AM,,13,,,,2022-01-01,52,4144597.0,433850.0,37,13836,1,,,
Norte,AM,,13,,,,2022-01-02,1,4144597.0,433882.0,32,13837,1,,,
Norte,AM,,13,,,,2022-01-03,1,4144597.0,433970.0,88,13838,1,,,
Norte,AM,,13,,,,2022-01-04,1,4144597.0,434142.0,172,13838,0,,,
Norte,AM,,13,,,,2022-01-05,1,4144597.0,434320.0,178,13839,1,,,
Norte,AM,,13,,,,2022-01-06,1,4144597.0,434595.0,275,13842,3,,,
Norte,AM,,13,,,,2022-01-07,1,4144597.0,434958.0,363,13843,1,,,
Norte,AM,,13,,,,2022-01-08,1,4144597.0,435384.0,426,13844,1,,,
Norte,AM,,13,,,,2022-01-09,2,4144597.0,435749.0,365,13846,2,,,
Norte,AM,,13,,,,2022-01-10,2,4144597.0,435978.0,229,13849,3,,,
Norte,AM,,13,,,,2022-01-11,2,4144597.0,437197.0,1219,13850,1,,,
Norte,AM,,13,,,,2022-01-12,2,4144597.0,438856.0,1659,13851,1,,,
Norte,AM,,13,,,,2022-01-13,2,4144597.0,441260.0,2404,13855,4,,,
Norte,AM,,13,,,,2022-01-14,2,4144597.0,444042.0,2782,13856,1,,,
Norte,AM,,13,,,,2022-01-15,2,4144597.0,446680.0,2638,13856,0,,,
Norte,AM,,13,,,,2022-01-16,3,4144597.0,449759.0,3079,13857,1,,,
Norte,AM,,13,,,,2022-01-17,3,4144597.0,452433.0,2674,13858,1,,,
Norte,AM,,13,,,,2022-01-18,3,4144597.0,457408.0,4975,13860,2,,,
Norte,AM,,13,,,,2022-01-19,3,4144597.0,464913.0,7505,13863,3,,,
Norte,AM,,13,,,,2022-01-20,3,4144597.0,473232.0,8319,13869,6,,,
Norte,AM,,13,,,,2022-01-21,3,4144597.0,481295.0,8063,13881,12,,,
Norte,AM,,13,,,,2022-01-22,3,4144597.0,488762.0,7467,13881,0,,,
Norte,AM,,13,,,,2022-01-23,4,4144597.0,491973.0,3211,13886,5,,,
Norte,AM,,13,,,,2022-01-24,4,4144597.0,495528.0,3555,13892,6,,,
Norte,AM,,13,,,,2022-01-25,4,4144597.0,502862.0,7334,13902,10,,,
Norte,AM,,13,,,,2022-01-26,4,4144597.0,509128.0,6266,13908,6,,,
Norte,AM,,13,,,,2022-01-27,4,4144597.0,515440.0,6312,13913,5,,,
Norte,AM,,13,,,,2022-01-28,4,4144597.0,521451.0,6011,13922,9,,,
Norte,AM,,13,,,,2022-01-29,4,4144597.0,526320.0,4869,13928,6,,,
Norte,AM,,13,,,,2022-01-30,5,4144597.0,528268.0,1948,13936,8,,,
Norte,AM,,13,,,,2022-01-31,5,4144597.0,529876.0,1608,13949,13,,,
Norte,AM,,13,,,,2022-02-01,5,4144597.0,534592.0,4716,13962,13,,,
Norte,AM,,13,,,,2022-02-02,5,4144597.0,537441.0,2849,13981,19,,,
Norte,AM,,13,,,,2022-02-03,5,4144597.0,541668.0,4227,13991,10,,,
Norte,AM,,13,,,,2022-02-04,5,4144597.0,545165.0,3497,13998,7,,,
Norte,AM,,13,,,,2022-02-05,5,4144597.0,547521.0,2356,14006,8,,,
Norte,AM,,13,,,,2022-02-06,6,4144597.0,548338.0,817,14011,5,,,
Norte,AM,,13,,,,2022-02-07,6,4144597.0,549076.0,738,14024,13,,,
Norte,AM,,13,,,,2022-02-08,6,4144597.0,551934.0,2858,14034,10,,,
Norte,AM,,13,,,,2022-02-09,6,4144597.0,554583.0,2649,14045,11,,,
Norte,AM,,13,,,,2022-02-10,6,4144597.0,557246.0,2663,14052,7,,,
Norte,AM,,13,,,,2022-02-11,6,4144597.0,559654.0,2408,14059,7,,,
Norte,AM,,13,,,,2022-02-12,6,4144597.0,562001.0,2347,14063,4,,,
Norte,AM,,13,,,,2022-02-13,7,4144597.0,562537.0,536,14064,1,,,
Norte,AM,,13,,,,2022-02-14,7,4144597.0,562984.0,447,14067,3,,,
Norte,AM,,13,,,,2022-02-15,7,4144597.0,564706.0,1722,14073,6,,,
Norte,AM,,13,,,,2022-02-16,7,4144597.0,565731.0,1025,14076,3,,,
Norte,AM,,13,,,,2022-02-17,7,4144597.0,566688.0,957,14083,7,,,
Norte,RR,,14,,,,2022-01-01,52,605761.0,129086.0,0,2078,0,,,
Norte,RR,,14,,,,2022-01-02,1,605761.0,129086.0,0,2078,0,,,
Norte,RR,,14,,,,2022-01-03,1,605761.0,129086.0,0,2078,0,,,
Norte,RR,,14,,,,2022-01-04,1,605761.0,129220.0,134,2078,0,,,
Norte,RR,,14,,,,2022-01-05,1,605761.0,129336.0,116,2078,0,,,
Norte,RR,,14,,,,2022-01-06,1,605761.0,129452.0,116,2078,0,,,
Norte,RR,,14,,,,2022-01-07,1,605761.0,129653.0,201,2078,0,,,
Norte,RR,,14,,,,2022-01-08,1,605761.0,129883.0,230,2078,0,,,
Norte,RR,,14,,,,2022-01-09,2,605761.0,130119.0,236,2078,0,,,
Norte,RR,,14,,,,2022-01-10,2,605761.0,130305.0,186,2078,0,,,
Norte,RR,,14,,,,2022-01-11,2,605761.0,130541.0,236,2078,0,,,
Norte,RR,,14,,,,2022-01-12,2,605761.0,130981.0,440,2078,0,,,
Norte,RR,,14,,,,2022-01-13,2,605761.0,131529.0,548,2078,0,,,
Norte,RR,,14,,,,2022-01-14,2,605761.0,132113.0,584,2078,0,,,
Norte,RR,,14,,,,2022-01-15,2,605761.0,132526.0,413,2078,0,,,
Norte,RR,,14,,,,2022-01-16,3,605761.0,132848.0,322,2078,0,,,
Norte,RR,,14,,,,2022-01-17,3,605761.0,133029.0,181,2078,0,,,
Norte,RR,,14,,,,2022-01-18,3,605761.0,133380.0,351,2082,4,,,
Norte,RR,,14,,,,2022-01-19,3,605761.0,134053.0,673,2082,0,,,
Norte,RR,,14,,,,2022-01-20,3,605761.0,134997.0,944,2084,2,,,
Norte,RR,,14,,,,2022-01-21,3,605761.0,135840.0,843,2084,0,,,
Norte,RR,,14,,,,2022-01-22,3,605761.0,136403.0,563,2086,2,,,
Norte,RR,,14,,,,2022-01-23,4,605761.0,137029.0,626,2086,0,,,
Norte,RR,,14,,,,2022-01-24,4,605761.0,137456.0,427,2086,0,,,
Norte,RR,,14,,,,2022-01-25,4,605761.0,137924.0,468,2086,0,,,
Norte,RR,,14,,,,2022-01-26,4,605761.0,138876.0,952,2086,0,,,
Norte,RR,,14,,,,2022-01-27,4,605761.0,139783.0,907,2091,5,,,
Norte,RR,,14,,,,2022-01-28,4,605761.0,140646.0,863,2096,5,,,
Norte,RR,,14,,,,2022-01-29,4,605761.0,141628.0,982,2096,0,,,
Norte,RR,,14,,,,2022-01-30,5,605761.0,142296.0,668,2096,0,,,
Norte,RR,,14,,,,2022-01-31,5,605761.0,142566.0,270,2096,0,,,
Norte,RR,,14,,,,2022-02-01,5,605761.0,142645.0,79,2096,0,,,
Norte,RR,,14,,,,2022-02-02,5,605761.0,143511.0,866,2099,3,,,
Norte,RR,,14,,,,2022-02-03,5,605761.0,144582.0,1071,2101,2,,,
Norte,RR,,14,,,,2022-02-04,5,605761.0,145077.0,495,2104,3,,,
Norte,RR,,14,,,,2022-02-05,5,605761.0,145604.0,527,2105,1,,,
Norte,RR,,14,,,,2022-02-06,6,605761.0,145856.0,252,2105,0,,,
Norte,RR,,14,,,,2022-02-07,6,605761.0,145883.0,27,2105,0,,,
Norte,RR,,14,,,,2022-02-08,6,605761.0,146205.0,322,2105,0,,,
Norte,RR,,14,,,,2022-02-09,6,605761.0,146589.0,384,2106,1,,,
Norte,RR,,14,,,,2022-02-10,6,605761.0,146641.0,52,2106,0,,,
Norte,RR,,14,,,,2022-02-11,6,605761.0,147675.0,1034,2112,6,,,
Norte,RR,,14,,,,2022-02-12,6,605761.0,148200.0,525,2112,0,,,
Norte,RR,,14,,,,2022-02-13,7,605761.0,148925.0,725,2114,2,,,
Norte,RR,,14,,,,2022-02-14,7,605761.0,149178.0,253,2114,0,,,
Norte,RR,,14,,,,2022-02-15,7,605761.0,149373.0,195,2114,0,,,
Norte,RR,,14,,,,2022-02-16,7,605761.0,149902.0,529,2116,2,,,
Norte,RR,,14,,,,2022-02-17,7,605761.0,150481.0,579,2122,6,,,
Norte,PA,,15,,,,2022-01-01,52,8602865.0,625518.0,55,17091,2,,,
Norte,PA,,15,,,,2022-01-02,1,8602865.0,625527.0,9,17092,1,,,
Norte,PA,,15,,,,2022-01-03,1,8602865.0,625533.0,6,17093,1,,,
Norte,PA,,15,,,,2022-01-04,1,8602865.0,625982.0,449,17098,5,,,
Norte,PA,,15,,,,2022-01-05,1,8602865.0,626701.0,719,17108,10,,,
Norte,PA,,15,,,,2022-01-06,1,8602865.0,627439.0,738,17117,9,,,
Norte,PA,,15,,,,2022-01-07,1,8602865.0,628094.0,655,17143,26,,,
Norte,PA,,15,,,,2022-01-08,1,8602865.0,628813.0,719,17161,18,,,
Norte,PA,,15,,,,2022-01-09,2,8602865.0,629010.0,197,17165,4,,,
Norte,PA,,15,,,,2022-01-10,2,8602865.0,629169.0,159,17171,6,,,
Norte,PA,,15,,,,2022-01-11,2,8602865.0,629982.0,813,17186,15,,,
Norte,PA,,15,,,,2022-01-12,2,8602865.0,630652.0,670,17192,6,,,
Norte,PA,,15,,,,2022-01-13,2,8602865.0,631395.0,743,17203,11,,,
Norte,PA,,15,,,,2022-01-14,2,8602865.0,632264.0,869,17230,27,,,
Norte,PA,,15,,,,2022-01-15,2,8602865.0,632989.0,725,17233,3,,,
Norte,PA,,15,,,,2022-01-16,3,8602865.0,633356.0,367,17237,4,,,
Norte,PA,,15,,,,2022-01-17,3,8602865.0,633508.0,152,17239,2,,,
Norte,PA,,15,,,,2022-01-18,3,8602865.0,634200.0,692,17249,10,,,
Norte,PA,,15,,,,2022-01-19,3,8602865.0,634851.0,651,17261,12,,,
Norte,PA,,15,,,,2022-01-20,3,8602865.0,635898.0,1047,17267,6,,,
Norte,PA,,15,,,,2022-01-21,3,8602865.0,636990.0,1092,17272,5,,,
Norte,PA,,15,,,,2022-01-22,3,8602865.0,637758.0,768,17280,8,,,
Norte,PA,,15,,,,2022-01-23,4,8602865.0,637971.0,213,17283,3,,,
Norte,PA,,15,,,,2022-01-24,4,8602865.0,638330.0,359,17287,4,,,
Norte,PA,,15,,,,2022-01-25,4,8602865.0,639755.0,1425,17296,9,,,
Norte,PA,,15,,,,2022-01-26,4,8602865.0,641080.0,1325,17302,6,,,
Norte,PA,,15,,,,2022-01-27,4,8602865.0,642826.0,1746,17311,9,,,
Norte,PA,,15,,,,2022-01-28,4,8602865.0,644948.0,2122,17319,8,,,
Norte,PA,,15,,,,2022-01-29,4,8602865.0,647079.0,2131,17335,16,,,
Norte,PA,,15,,,,2022-01-30,5,8602865.0,647628.0,549,17340,5,,,
Norte,PA,,15,,,,2022-01-31,5,8602865.0,648139.0,511,17343,3,,,
Norte,PA,,15,,,,2022-02-01,5,8602865.0,650512.0,2373,17355,12,,,
Norte,PA,,15,,,,2022-02-02,5,8602865.0,653234.0,2722,17363,8,,,
Norte,PA,,15,,,,2022-02-03,5,8602865.0,656272.0,3038,17382,19,,,
Norte,PA,,15,,,,2022-02-04,5,8602865.0,658777.0,2505,17400,18,,,
Norte,PA,,15,,,,2022-02-05,5,8602865.0,661600.0,2823,17414,14,,,
Norte,PA,,15,,,,2022-02-06,6,8602865.0,663430.0,1830,17425,11,,,
Norte,PA,,15,,,,2022-02-07,6,8602865.0,664513.0,1083,17441,16,,,
Norte,PA,,15,,,,2022-02-08,6,8602865.0,667874.0,3361,17458,17,,,
Norte,PA,,15,,,,2022-02-09,6,8602865.0,671716.0,3842,17476,18,,,
Norte,PA,,15,,,,2022-02-10,6,8602865.0,675003.0,3287,17494,18,,,
Norte,PA,,15,,,,2022-02-11,6,8602865.0,678438.0,3435,17513,19,,,
Norte,PA,,15,,,,2022-02-12,6,8602865.0,681543.0,3105,17534,21,,,
Norte,PA,,15,,,,2022-02-13,7,8602865.0,681857.0,314,17540,6,,,
Norte,PA,,15,,,,2022-02-14,7,8602865.0,683444.0,1587,17544,4,,,
Norte,PA,,15,,,,2022-02-15,7,8602865.0,687343.0,3899,17566,22,,,
Norte,PA,,15,,,,2022-02-16,7,8602865.0,691047.0,3704,17586,20,,,
Norte,PA,,15,,,,2022-02-17,7,8602865.0,694561.0,3514,17611,25,,,
Norte,AP,,16,,,,2022-01-01,52,845731.0,127013.0,32,2022,0,,,
Norte,AP,,16,,,,2022-01-02,1,845731.0,127033.0,20,2022,0,,,
Norte,AP,,16,,,,2022-01-03,1,845731.0,127080.0,47,2023,1,,,
Norte,AP,,16,,,,2022-01-04,1,845731.0,127147.0,67,2023,0,,,
Norte,AP,,16,,,,2022-01-05,1,845731.0,127208.0,61,2024,1,,,
Norte,AP,,16,,,,2022-01-06,1,845731.0,127298.0,90,2024,0,,,
Norte,AP,,16,,,,2022-01-07,1,845731.0,127381.0,83,2024,0,,,
Norte,AP,,16,,,,2022-01-08,1,845731.0,127480.0,99,2024,0,,,
Norte,AP,,16,,,,2022-01-09,2,845731.0,127529.0,49,2024,0,,,
Norte,AP,,16,,,,2022-01-10,2,845731.0,127586.0,57,2024,0,,,
Norte,AP,,16,,,,2022-01-11,2,845731.0,127794.0,208,2028,4,,,
Norte,AP,,16,,,,2022-01-12,2,845731.0,127963.0,169,2028,0,,,
Norte,AP,,16,,,,2022-01-13,2,845731.0,128212.0,249,2028,0,,,
Norte,AP,,16,,,,2022-01-14,2,845731.0,128571.0,359,2030,2,,,
Norte,AP,,16,,,,2022-01-15,2,845731.0,128799.0,228,2030,0,,,
Norte,AP,,16,,,,2022-01-16,3,845731.0,128990.0,191,2030,0,,,
Norte,AP,,16,,,,2022-01-17,3,845731.0,129580.0,590,2031,1,,,
Norte,AP,,16,,,,2022-01-18,3,845731.0,130239.0,659,2032,1,,,
Norte,AP,,16,,,,2022-01-19,3,845731.0,130947.0,708,2033,1,,,
Norte,AP,,16,,,,2022-01-20,3,845731.0,132389.0,1442,2033,0,,,
Norte,AP,,16,,,,2022-01-21,3,845731.0,134108.0,1719,2035,2,,,
Norte,AP,,16,,,,2022-01-22,3,845731.0,135391.0,1283,2036,1,,,
Norte,AP,,16,,,,2022-01-23,4,845731.0,136561.0,1170,2036,0,,,
Norte,AP,,16,,,,2022-01-24,4,845731.0,140462.0,3901,2039,3,,,
Norte,AP,,16,,,,2022-01-25,4,845731.0,143037.0,2575,2041,2,,,
Norte,AP,,16,,,,2022-01-26,4,845731.0,145141.0,2104,2043,2,,,
Norte,AP,,16,,,,2022-01-27,4,845731.0,147215.0,2074,2045,2,,,
Norte,AP,,16,,,,2022-01-28,4,845731.0,149199.0,1984,2047,2,,,
Norte,AP,,16,,,,2022-01-29,4,845731.0,150433.0,1234,2049,2,,,
Norte,AP,,16,,,,2022-01-30,5,845731.0,151208.0,775,2051,2,,,
Norte,AP,,16,,,,2022-01-31,5,845731.0,151958.0,750,2051,0,,,
Norte,AP,,16,,,,2022-02-01,5,845731.0,153068.0,1110,2053,2,,,
Norte,AP,,16,,,,2022-02-02,5,845731.0,154329.0,1261,2054,1,,,
Norte,AP,,16,,,,2022-02-03,5,845731.0,155288.0,959,2055,1,,,
Norte,AP,,16,,,,2022-02-04,5,845731.0,155838.0,550,2057,2,,,
Norte,AP,,16,,,,2022-02-05,5,845731.0,156261.0,423,2057,0,,,
Norte,AP,,16,,,,2022-02-06,6,845731.0,156500.0,239,2057,0,,,
Norte,AP,,16,,,,2022-02-07,6,845731.0,157127.0,627,2059,2,,,
Norte,AP,,16,,,,2022-02-08,6,845731.0,157750.0,623,2064,5,,,
Norte,AP,,16,,,,2022-02-09,6,845731.0,158214.0,464,2068,4,,,
Norte,AP,,16,,,,2022-02-10,6,845731.0,158560.0,346,2072,4,,,
Norte,AP,,16,,,,2022-02-11,6,845731.0,158926.0,366,2076,4,,,
Norte,AP,,16,,,,2022-02-12,6,845731.0,159081.0,155,2078,2,,,
Norte,AP,,16,,,,2022-02-13,7,845731.0,159149.0,68,2078,0,,,
Norte,AP,,16,,,,2022-02-14,7,845731.0,159244.0,95,2082,4,,,
Norte,AP,,16,,,,2022-02-15,7,845731.0,159609.0,365,2086,4,,,
Norte,AP,,16,,,,2022-02-16,7,845731.0,159695.0,86,2091,5,,,
Norte,AP,,16,,,,2022-02-17,7,845731.0,159765.0,70,2095,4,,,
Norte,TO,,17,,,,2022-01-01,52,1572866.0,235558.0,0,3939,0,,,
Norte,TO,,17,,,,2022-01-02,1,1572866.0,235558.0,0,3939,0,,,
Norte,TO,,17,,,,2022-01-03,1,1572866.0,235917.0,359,3942,3,,,
Norte,TO,,17,,,,2022-01-04,1,1572866.0,236554.0,637,3944,2,,,
Norte,TO,,17,,,,2022-01-05,1,1572866.0,237117.0,563,3945,1,,,
Norte,TO,,17,,,,2022-01-06,1,1572866.0,237760.0,643,3947,2,,,
Norte,TO,,17,,,,2022-01-07,1,1572866.0,238031.0,271,3949,2,,,
Norte,TO,,17,,,,2022-01-08,1,1572866.0,238746.0,715,3951,2,,,
Norte,TO,,17,,,,2022-01-09,2,1572866.0,238746.0,0,3951,0,,,
Norte,TO,,17,,,,2022-01-10,2,1572866.0,239022.0,276,3953,2,,,
Norte,TO,,17,,,,2022-01-11,2,1572866.0,240188.0,1166,3955,2,,,
Norte,TO,,17,,,,2022-01-12,2,1572866.0,241216.0,1028,3956,1,,,
Norte,TO,,17,,,,2022-01-13,2,1572866.0,241753.0,537,3959,3,,,
Norte,TO,,17,,,,2022-01-14,2,1572866.0,242824.0,1071,3963,4,,,
Norte,TO,,17,,,,2022-01-15,2,1572866.0,243157.0,333,3967,4,,,
Norte,TO,,17,,,,2022-01-16,3,1572866.0,243157.0,0,3967,0,,,
Norte,TO,,17,,,,2022-01-17,3,1572866.0,244197.0,1040,3972,5,,,
Norte,TO,,17,,,,2022-01-18,3,1572866.0,245897.0,1700,3976,4,,,
Norte,TO,,17,,,,2022-01-19,3,1572866.0,247897.0,2000,3978,2,,,
Norte,TO,,17,,,,2022-01-20,3,1572866.0,249695.0,1798,3980,2,,,
Norte,TO,,17,,,,2022-01-21,3,1572866.0,251748.0,2053,3981,1,,,
Norte,TO,,17,,,,2022-01-22,3,1572866.0,254144.0,2396,3983,2,,,
Norte,TO,,17,,,,2022-01-23,4,1572866.0,254144.0,0,3983,0,,,
Norte,TO,,17,,,,2022-01-24,4,1572866.0,255544.0,1400,3985,2,,,
Norte,TO,,17,,,,2022-01-25,4,1572866.0,257971.0,2427,3986,1,,,
Norte,TO,,17,,,,2022-01-26,4,1572866.0,260332.0,2361,3986,0,,,
Norte,TO,,17,,,,2022-01-27,4,1572866.0,262540.0,2208,3989,3,,,
Norte,TO,,17,,,,2022-01-28,4,1572866.0,264904.0,2364,3993,4,,,
Norte,TO,,17,,,,2022-01-29,4,1572866.0,267537.0,2633,3997,4,,,
Norte,TO,,17,,,,2022-01-30,5,1572866.0,267537.0,0,3997,0,,,
Norte,TO,,17,,,,2022-01-31,5,1572866.0,269128.0,1591,4001,4,,,
Norte,TO,,17,,,,2022-02-01,5,1572866.0,271819.0,2691,4004,3,,,
